src,tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err,Transit Depth,Transit Depth Err,Sectors,Created,Updated
qlp,206686292,00298.01,PC,344.060677,-34.361099,12.708,0.018,1354.35602,0.0016,1.32901,0.00014,1.756,0.123,30730.6,3419.63,2,2018-10-02 01:49:36.261026+00:00,2018-12-20 19:39:10.935450+00:00
qlp,156075294,00299.01,PC,10.594603,-48.29355,12.243,0.018,1354.69581,0.0036,5.72144,0.0012,4.069,0.758,5849.18,13.6477,2,2018-10-03 02:14:39.294682+00:00,2018-12-20 19:39:10.899693+00:00
qlp,166697854,00300.01,PC,35.737327,-53.070244,10.481,0.02,1354.42965,0.00237,2.75753,0.00046,1.376,0.164,1071.45,2.16867,2,2018-09-29 02:24:32.521989+00:00,2018-12-20 19:39:10.863975+00:00
qlp,144301052,00301.01,PC,354.297494,-42.010266,12.017,0.018,1356.92824,0.00631,3.74317,0.00187,2.781,0.369,1493.41,5.19818,2,2018-10-03 02:14:39.416984+00:00,2018-12-20 19:39:10.828065+00:00
qlp,229111835,00302.01,PC,17.480755,-52.239441,12.829,0.019,1356.68237,0.00169,6.70145,0.00101,1.579,0.172,9937.94,17.7796,2,2018-10-03 02:14:39.396573+00:00,2018-12-20 19:39:10.792400+00:00
qlp,145750719,00303.01,PC,341.364029,-14.991761,11.972,0.018,1357.55952,0.00192,3.56133,0.00058,3.763,0.245,4936.7,3.72449,2,2018-10-02 01:49:35.979356+00:00,2018-12-20 19:39:10.756808+00:00
qlp,262530873,00304.01,PC,20.494044,-44.416756,12.466,0.018,1356.28606,0.00539,2.24172,0.00091,3.989,0.304,19016.2,28.7603,2,2018-10-03 02:14:39.375962+00:00,2018-12-20 19:39:10.720817+00:00
qlp,2758565,00287.01,PC,356.283124,-17.449174,12.284,0.018,1356.03117,0.00123,3.78192,0.00043,2.041,0.113,41928.5,3071.56,2,2018-10-02 01:49:35.921624+00:00,2018-12-20 19:39:10.685207+00:00
qlp,102030574,00305.01,PC,15.844683,-44.705807,12.26,0.018,1364.10083,0.00074,9.94962,0.00096,4.23,0.32,17432.6,7.81254,2,2018-10-03 02:14:39.335383+00:00,2018-12-20 19:39:10.649461+00:00
qlp,114749636,00306.01,PC,359.191553,-22.153163,11.708,0.018,1357.67041,0.00131,4.59971,0.0005,4.207,0.36,6999.89,1.35751,2,2018-10-02 01:49:35.862368+00:00,2018-12-20 19:39:10.613704+00:00
qlp,9100874,00307.01,PC,350.578441,-22.67739,13.073,0.019,1357.84005,0.00352,6.16425,0.00199,2.432,0.244,41769.7,4162.09,2,2018-10-02 01:49:35.842981+00:00,2018-12-20 19:39:10.577843+00:00
qlp,281710229,00308.01,PC,11.484669,-55.922574,11.645,0.018,1360.88042,0.00127,8.30985,0.00127,2.252,0.069,45266.8,1159.35,2,2018-10-03 02:14:37.176650+00:00,2018-12-20 19:39:10.542027+00:00
qlp,228507250,00309.01,PC,358.039584,-15.80083,12.328,0.017,1360.01144,0.00171,6.15864,0.00127,2.146,0.318,11755.7,11.1878,2,2018-10-02 01:49:35.804217+00:00,2018-12-20 19:39:10.506015+00:00
qlp,175477257,00310.01,PC,351.105838,-36.975983,12.357,0.018,1356.58788,0.00149,4.26938,0.00043,3.786,0.323,7563.24,4.00559,2,2018-10-03 02:14:39.232835+00:00,2018-12-20 19:39:10.470249+00:00
qlp,434105231,00311.01,PC,354.33556,-13.455698,12.819,0.018,1354.99864,0.0005,0.79632,3e-05,1.175,0.051,38913.6,1729.29,2,2018-10-02 01:49:35.765405+00:00,2018-12-20 19:39:10.434504+00:00
qlp,180145006,00312.01,PC,14.523299,-37.942514,12.208,0.018,1357.54535,0.00313,3.54148,0.00065,2.115,0.578,4668.74,12.9041,2,2018-10-03 02:14:39.171668+00:00,2018-12-20 19:39:10.398418+00:00
qlp,9102327,00313.01,PC,350.779792,-19.419677,11.258,0.018,1354.54332,0.00351,3.2615,0.00086,2.233,0.211,1652.28,2.86135,2,2018-10-02 01:49:35.668083+00:00,2018-12-20 19:39:10.362601+00:00
qlp,316769613,00314.01,PC,354.668235,-32.860621,11.098,0.018,1355.59503,0.00519,10.18242,0.00536,3.897,0.679,992.522,3.54336,2,2018-10-02 01:49:35.628153+00:00,2018-12-20 19:39:10.326724+00:00
qlp,66356824,00315.01,PC,12.076306,-32.119339,12.359,0.018,1355.60958,0.0027,1.77662,0.00036,1.297,0.21,2920.56,8.80054,2,2018-10-03 02:14:39.110518+00:00,2018-12-20 19:39:10.290813+00:00
qlp,8988289,00316.01,PC,354.759305,-9.882061,12.996,0.019,1365.98759,9e-05,13.32379,0.0,2.561,0.0,95718.1,0.751665,2,2018-10-02 01:49:35.470820+00:00,2018-12-20 19:39:10.255077+00:00
qlp,402319411,00317.01,PC,353.539987,-14.859942,12.888,0.018,1355.09217,0.00391,3.3262,0.00094,2.931,0.21,23018.2,28.4816,2,2018-10-02 01:49:35.450914+00:00,2018-12-20 19:39:10.219458+00:00
qlp,206352378,00318.01,PC,355.015478,-53.039028,13.151,0.018,1327.33174,0.00117,3.74649,0.00014,2.118,0.27,18568.1,37.3027,2,2018-10-03 02:14:38.947243+00:00,2018-12-20 19:39:10.147382+00:00
qlp,389753172,00319.01,PC,351.290954,-47.945505,12.63,0.018,1325.89923,0.00035,0.71356,1e-05,0.965,0.04,42497.5,1939.62,2,2018-10-03 02:14:38.783939+00:00,2018-12-20 19:39:10.111643+00:00
qlp,188593930,00320.01,PC,345.522736,-16.359925,12.345,0.06,1354.27607,0.00343,1.46503,0.00029,1.145,0.252,3162.12,9.28965,2,2018-10-02 01:49:35.430387+00:00,2018-12-20 19:39:10.075830+00:00
qlp,175476629,00321.01,PC,350.977728,-38.225709,12.794,0.018,1354.27156,0.00674,1.14057,0.00053,2.188,0.24,5009.01,843.33,2,2018-10-03 02:14:38.845234+00:00,2018-12-20 19:39:10.040058+00:00
qlp,198077394,00322.01,PC,63.825187,-56.253756,10.671,0.019,1355.68563,0.00157,3.99076,0.0005,3.752,0.622,2942.91,2.97196,2,2018-09-28 18:08:56.792466+00:00,2018-12-20 19:39:10.004030+00:00
qlp,251852984,00323.01,PC,8.202822,-32.059327,13.272,0.018,1355.57459,0.00404,2.77422,0.0008,1.71,0.32,4575.49,15.247,2,2018-10-03 02:14:38.763456+00:00,2018-12-20 19:39:09.968387+00:00
qlp,156002449,00324.01,PC,8.481881,-50.729261,13.344,0.019,1357.7274,0.00166,5.2852,0.00063,4.869,0.145,25198.7,5.90152,2,2018-10-03 02:14:38.742915+00:00,2018-12-20 19:39:09.932779+00:00
qlp,66413476,00325.01,PC,13.876994,-33.512212,11.884,0.018,1357.72126,0.00274,4.36924,0.0008,1.679,0.224,13626.8,1823.54,2,2018-10-03 02:14:38.720967+00:00,2018-12-20 19:39:09.897063+00:00
qlp,144336525,00326.01,PC,356.114886,-46.866585,11.699,0.018,1354.25954,0.00091,0.24733,1e-05,0.499,0.063,6445.33,758.25,2,2018-10-03 02:14:38.700781+00:00,2018-12-20 19:39:09.861126+00:00
qlp,206669860,00327.01,PC,343.633006,-34.502741,13.402,0.018,1362.96027,0.00415,10.06378,0.00509,2.045,0.602,12453.2,100.978,2,2018-10-02 01:49:35.272029+00:00,2018-12-20 19:39:09.825493+00:00
qlp,139357541,00328.01,PC,349.487672,-43.92556,12.724,0.018,1355.80666,0.00294,4.47894,0.00109,1.311,0.229,12404.7,1287.53,2,2018-10-03 02:14:38.640667+00:00,2018-12-20 19:39:09.789627+00:00
qlp,169765334,00329.01,PC,351.32088,-15.634658,10.653,0.018,1354.94883,0.01313,5.7018,0.00449,4.452,0.881,3739.38,460.686,2,2018-10-02 01:49:35.252280+00:00,2018-12-20 19:39:09.753756+00:00
qlp,27966179,00330.01,PC,358.751494,-22.538712,12.721,0.02,1355.6917,0.00101,4.27958,0.00034,2.499,0.276,14349.8,19.8844,2,2018-10-02 01:49:35.232396+00:00,2018-12-20 19:39:09.717614+00:00
qlp,262531275,00331.01,PC,20.41931,-42.481733,12.963,0.019,1356.00813,0.00468,2.48421,0.00074,1.554,0.601,4987.6,395.597,2,2018-10-03 02:14:38.600067+00:00,2018-12-20 19:39:09.681729+00:00
qlp,139285832,00332.01,PC,348.058743,-44.876365,11.458,0.018,1325.80984,0.00201,0.77707,5e-05,1.408,0.218,1319.72,1.5785,2,2018-10-03 02:14:38.579582+00:00,2018-12-20 19:39:09.646064+00:00
qlp,224245334,00333.01,PC,353.357466,-41.171509,11.474,0.019,1355.55844,0.00559,3.79069,0.00166,2.661,0.472,1026.28,4.78334,2,2018-10-03 02:14:38.560012+00:00,2018-12-20 19:39:09.610262+00:00
qlp,233964642,00334.01,PC,36.498808,-63.64756,9.542,0.019,1325.44586,0.00138,17.91563,0.00097,1.974,0.059,62574.1,536.592,2,2018-09-29 02:24:31.234532+00:00,2018-12-20 19:39:09.574417+00:00
qlp,41865539,00335.01,PC,21.322323,-39.947812,12.287,0.018,1354.86627,0.00394,1.26092,0.0004,2.718,0.72,4825.94,27.7901,2,2018-10-03 02:14:38.539579+00:00,2018-12-20 19:39:09.538349+00:00
qlp,55452495,00336.01,PC,70.670414,-64.885194,9.951,0.018,1328.46551,0.00026,8.85709,7e-05,0.403,0.053,4962.19,32.4787,2,2018-10-01 16:12:38.666370+00:00,2018-12-20 19:39:09.502564+00:00
qlp,155986102,00337.01,PC,7.329948,-50.140124,11.944,0.018,1360.61731,0.00148,6.87168,0.00112,3.16,0.165,39248.4,3340.78,2,2018-10-03 02:14:38.498732+00:00,2018-12-20 19:39:09.467074+00:00
qlp,116156517,00338.01,PC,7.709303,-40.573434,11.277,0.018,1357.37358,0.00139,5.36732,0.00057,4.569,0.544,6303.88,2.53914,2,2018-10-03 02:14:38.477971+00:00,2018-12-20 19:39:09.431421+00:00
qlp,69838258,00339.01,PC,337.921602,-21.945681,12.041,0.018,1354.57336,0.00139,6.73069,0.00072,3.503,0.193,14721.7,7.32169,2,2018-10-02 01:49:35.114653+00:00,2018-12-20 19:39:09.395709+00:00
qlp,80439101,00340.01,PC,11.747296,-44.369938,12.573,0.018,1361.05759,0.00237,7.42229,0.00093,6.432,0.37,47910.2,429.882,2,2018-10-03 02:14:38.355978+00:00,2018-12-20 19:39:09.360223+00:00
qlp,33911302,00341.01,PC,355.844948,-23.997888,13.249,0.019,1355.75117,0.00169,1.81383,0.00024,1.113,0.123,12561.0,18.8225,2,2018-10-02 01:49:35.055591+00:00,2018-12-20 19:39:09.324424+00:00
qlp,415969574,00342.01,PC,342.170291,-18.520457,12.79,0.019,1362.57199,0.00281,10.45776,0.00388,3.148,0.289,8773.24,12.3668,2,2018-10-02 01:49:35.036149+00:00,2018-12-20 19:39:09.288619+00:00
qlp,66497310,00343.01,PC,356.045314,-18.889502,12.357,0.033,1355.52155,0.00266,1.75649,0.00036,1.377,0.175,3133.49,7.76834,2,2018-10-02 01:49:35.017063+00:00,2018-12-20 19:39:09.253274+00:00
qlp,13023378,00344.01,PC,347.053599,-28.007883,11.869,0.018,1358.25733,0.00177,6.06764,0.001,2.895,0.131,6362.78,3.56978,2,2018-10-02 01:49:34.996664+00:00,2018-12-20 19:39:09.217621+00:00
qlp,308208458,00345.01,PC,5.696952,-34.39209,13.469,0.019,1362.15706,0.00301,11.22917,0.00294,2.893,0.302,12866.3,17.3964,2,2018-10-03 02:14:37.704440+00:00,2018-12-20 19:39:09.181999+00:00
qlp,118327533,00346.01,PC,10.3445,-37.343003,12.688,0.019,1354.79225,0.00155,8.28154,0.00099,2.317,0.157,40635.6,2585.21,2,2018-10-03 02:14:38.193448+00:00,2018-12-20 19:39:09.146024+00:00
qlp,224271611,00347.01,PC,354.489847,-36.571572,11.164,0.018,1355.18601,0.00428,4.0394,0.00109,0.749,0.196,1627.44,58.0422,2,2018-10-03 02:14:37.359475+00:00,2018-12-20 19:39:09.110218+00:00
qlp,70785910,00348.01,PC,1.583606,-30.336272,12.169,0.018,1354.36474,0.00131,0.49486,4e-05,1.008,0.249,3031.36,14.2781,2,2018-10-02 01:49:34.837383+00:00,2018-12-20 19:39:09.074504+00:00
qlp,382474101,00349.01,PC,12.274293,-52.046527,10.179,0.04,1354.56049,0.00043,2.65221,7e-05,3.791,0.221,10286.5,1.70453,2,2018-09-29 00:33:32.052869+00:00,2018-12-20 19:39:09.038825+00:00
qlp,199731190,00350.01,PC,21.292013,-47.262926,12.306,0.018,1355.90325,0.00168,2.51276,0.00031,1.417,0.135,4449.3,4.91533,2,2018-10-03 02:14:38.112318+00:00,2018-12-20 19:39:09.002554+00:00
qlp,228381868,00351.01,PC,357.580534,-17.077572,12.026,0.018,1356.67382,0.00242,3.46583,0.0006,3.878,0.143,4777.63,2.00989,2,2018-10-02 01:49:34.739170+00:00,2018-12-20 19:39:08.966655+00:00
qlp,47423120,00352.01,PC,342.067496,-24.838607,10.948,0.018,1356.83006,0.0002,11.6235,0.00022,2.783,0.142,44708.7,19.9684,2,2018-10-02 01:49:34.700295+00:00,2018-12-20 19:39:08.930995+00:00
qlp,100099031,00353.01,PC,24.272345,-46.945312,13.369,0.018,1355.02081,0.00302,1.29866,0.00028,2.017,0.459,7804.01,25.9875,2,2018-10-03 02:14:38.031386+00:00,2018-12-20 19:39:08.895068+00:00
qlp,100097716,00354.01,PC,24.047739,-42.303771,11.321,0.027,1354.37712,0.0012,2.99995,0.00019,1.458,0.278,7921.65,12.8631,2,2018-10-03 02:14:37.990846+00:00,2018-12-20 19:39:08.859255+00:00
qlp,183593642,00355.01,PC,17.888013,-36.709111,10.934,0.019,1355.08121,0.00204,1.03742,0.00014,0.783,0.295,1796.3,54.1739,2,2018-10-03 02:14:37.970710+00:00,2018-12-20 19:39:08.823367+00:00
qlp,369336146,00356.01,PC,6.06998,-37.222073,12.977,0.018,1358.03764,0.00596,5.77014,0.00468,3.781,0.594,3164.71,12.1891,2,2018-10-03 02:14:37.950344+00:00,2018-12-20 19:39:08.787697+00:00
qlp,220016044,00357.01,PC,32.321768,-48.484745,10.394,0.019,1354.34394,0.00449,0.93985,0.00032,0.923,0.415,597.282,9.9105,2,2018-09-29 02:24:30.112814+00:00,2018-12-20 19:39:08.751969+00:00
qlp,321982642,00358.01,PC,3.060934,-47.355409,12.827,0.018,1356.32633,0.00147,9.105,0.0012,1.806,0.196,25320.7,1489.6,2,2018-10-03 02:14:37.907000+00:00,2018-12-20 19:39:08.716196+00:00
qlp,80432617,00359.01,PC,11.67308,-42.361801,12.239,0.031,1360.67423,0.01071,5.48403,0.00596,6.461,2.104,1790.96,17.571,2,2018-10-03 02:14:37.886588+00:00,2018-12-20 19:39:08.680194+00:00
qlp,13023738,00360.01,PC,347.084817,-29.590306,12.184,0.018,1354.97828,0.00649,8.05577,0.00291,2.835,0.4,3043.7,7.07752,2,2018-10-02 01:49:34.621356+00:00,2018-12-20 19:39:08.643876+00:00
qlp,144276942,00361.01,PC,353.904034,-44.808807,11.853,0.018,1354.57959,0.0025,1.53533,0.00025,0.499,0.178,2645.0,66.7346,2,2018-10-03 02:14:37.765503+00:00,2018-12-20 19:39:08.607750+00:00
qlp,305048116,00362.01,PC,353.238144,-28.319746,12.506,0.018,1357.85959,0.0039,7.11679,0.00192,1.979,0.298,4062.74,10.5072,2,2018-10-02 01:49:34.601489+00:00,2018-12-20 19:39:08.571897+00:00
qlp,262530780,00363.01,PC,20.547259,-44.861946,12.871,0.018,1361.87743,0.00184,8.22393,0.00156,2.266,0.35,15573.1,209.203,2,2018-10-03 02:14:37.745305+00:00,2018-12-20 19:39:08.536271+00:00
qlp,47425697,00364.01,PC,342.256131,-24.959275,10.431,0.018,1354.46949,0.00517,0.49393,0.00018,0.89,0.395,456.821,10.0033,2,2018-09-28 18:08:58.039069+00:00,2018-12-20 19:39:08.500478+00:00
qlp,118586896,00365.01,PC,10.922291,-38.043195,13.209,0.018,1365.97342,0.00173,12.10588,0.00208,3.393,0.157,67723.6,1063.27,2,2018-10-03 02:14:37.663827+00:00,2018-12-20 19:39:08.465005+00:00
qlp,251878904,00366.01,PC,9.691992,-34.214912,13.475,0.018,1354.48285,0.00494,1.70429,0.00049,1.933,0.588,7629.91,71.1437,2,2018-10-03 02:14:37.643687+00:00,2018-12-20 19:39:08.429153+00:00
qlp,9033144,00367.01,PC,349.606182,-19.823931,9.713,0.018,1354.29153,0.00156,4.71452,0.00057,3.317,0.138,19805.2,731.509,2,2018-09-28 22:22:08.466558+00:00,2018-12-20 19:39:08.392978+00:00
qlp,77031413,00368.01,PC,354.170142,-34.611816,11.442,0.018,1355.1953,0.0003,1.38665,3e-05,2.289,0.042,21516.7,1.67738,2,2018-10-02 01:49:34.462904+00:00,2018-12-20 19:39:08.321318+00:00
qlp,175482273,00369.01,PC,351.229222,-38.160736,9.054,0.019,1354.34549,0.00064,5.46349,0.00032,2.973,0.259,3229.13,0.802102,2,2018-09-28 18:09:02.939488+00:00,2018-12-20 19:39:08.285428+00:00
qlp,251855940,00370.01,PC,8.659667,-32.166524,13.465,0.018,1354.28979,0.00112,4.04655,0.00038,2.993,0.292,24618.6,21.69,2,2018-10-03 02:14:37.481816+00:00,2018-12-20 19:39:08.213766+00:00
qlp,156016136,00371.01,PC,8.923843,-50.316982,12.609,0.018,1357.43733,0.00297,3.4805,0.00073,2.24,0.183,4760.73,6.66082,2,2018-10-03 02:14:37.440583+00:00,2018-12-20 19:39:08.177458+00:00
qlp,441075486,00372.01,PC,359.759017,-15.612006,11.954,0.018,1354.76663,0.00045,1.12026,3e-05,2.118,0.034,42040.2,1108.42,2,2018-10-02 01:49:34.323819+00:00,2018-12-20 19:39:08.140687+00:00
qlp,9032368,00373.01,PC,355.901887,-11.269515,13.21,0.018,1355.67942,0.00364,1.632,0.00042,1.466,0.341,5681.64,21.4543,2,2018-10-02 01:49:34.443228+00:00,2018-12-20 19:39:08.102636+00:00
qlp,183675732,00374.01,PC,358.227493,-41.700497,12.93,0.018,1356.62212,0.00294,5.4823,0.0015,3.914,0.225,7328.4,4.65535,2,2018-10-03 02:14:37.278100+00:00,2018-12-20 19:39:08.063026+00:00
qlp,280097543,00375.01,PC,47.150091,-77.383278,10.387,0.019,1329.29739,0.01149,9.44859,0.00358,10.058,1.046,578.908,1.22075,2,2018-09-29 02:24:30.675456+00:00,2018-12-20 19:39:07.951062+00:00
qlp,144301273,00376.01,PC,354.445491,-42.966404,12.386,0.018,1355.44295,0.00138,2.75161,0.00024,1.697,0.278,9209.98,8.14321,2,2018-10-03 02:14:37.237390+00:00,2018-12-20 19:39:07.813007+00:00
qlp,139285736,00377.01,PC,348.039807,-45.017154,11.896,0.018,1326.05107,0.0011,1.55028,5e-05,1.571,0.085,23529.8,2256.7,2,2018-10-03 02:14:37.156315+00:00,2018-12-20 19:39:07.681024+00:00
qlp,20892672,00378.01,PC,1.39897,-19.489429,12.378,0.127,1356.50088,0.00214,3.10926,0.00045,2.506,0.221,5448.84,4.46476,2,2018-09-28 22:22:04.678161+00:00,2018-12-20 19:39:07.508015+00:00
qlp,220396259,00379.01,PC,68.891565,-56.138684,9.894,0.019,1354.7083,0.0025,0.91693,0.00013,1.463,0.183,462.629,0.623461,2,2018-10-01 16:12:38.825215+00:00,2018-12-20 19:39:07.375870+00:00
qlp,100014359,00380.01,PC,23.280468,-47.882043,13.405,0.019,1354.38198,0.00069,0.50459,2e-05,1.339,0.12,17494.4,51.9704,2,2018-10-03 02:14:37.116407+00:00,2018-12-20 19:39:07.268334+00:00
qlp,207084429,00381.01,PC,22.756615,-51.215438,7.186,0.019,1356.07033,0.00392,4.89388,0.00156,2.789,0.348,352.722,0.541213,2,2018-09-29 02:24:28.772947+00:00,2018-12-20 19:39:07.232511+00:00
qlp,229091748,00382.01,PC,3.79769,-46.272415,12.66,0.018,1354.59152,0.00135,0.4568,4e-05,0.548,0.067,3428.7,9.59936,2,2018-10-03 02:14:36.974788+00:00,2018-12-20 19:39:07.196647+00:00
qlp,155995204,00384.01,PC,7.658508,-52.049388,13.481,0.019,1357.58381,0.00235,9.30734,0.00218,4.683,0.274,42774.4,1444.99,2,2018-10-03 02:14:36.954449+00:00,2018-12-20 19:39:07.125025+00:00
qlp,300810086,00385.01,PC,116.814028,-69.0307,8.983,0.017,1326.06183,0.00173,0.66797,4e-05,0.769,0.241,512.633,4.45722,2,2018-10-01 16:12:38.186177+00:00,2018-12-20 19:39:07.089245+00:00
qlp,238059180,00386.01,PC,104.138389,-53.545486,9.97,0.018,1356.21389,0.00392,5.112,0.00132,1.27,0.455,1381.3,7.92283,2,2018-10-01 16:12:38.126146+00:00,2018-12-20 19:39:07.052824+00:00
spoc,279741379,00186.01,PC,51.74676,-63.499154,6.95341,0.017139,1350.3,0.001598,,,2.497779,0.134082,929.253415,,3 2 1,2018-12-04 21:48:30.110473+00:00,2018-12-17 20:55:16.001006+00:00
spoc,309792357,00199.01,PC,80.105474,-59.895662,10.0,0.019,1361.02496,,,,7.305071,0.146667,13000.0,,3 2 1,2018-12-04 21:48:38.918084+00:00,2018-12-17 03:47:04.194315+00:00
spoc,29781292,00282.02,PC,65.238019,-68.102664,8.932,0.017,1355.735635,0.003949,31.323499,0.005843,3.073476,1.194923,385.010273,55.89187,3 2 1,2018-12-04 21:47:32.458949+00:00,2018-12-14 15:52:45.440421+00:00
spoc,29831208,00124.01,PC,66.582618,-67.806508,11.04,0.018,1326.544424,0.001148,1.84286,4.6e-05,1.719758,0.104861,2469.541609,128.68199,3 1,2018-12-04 21:47:32.519105+00:00,2018-12-14 15:52:45.422047+00:00
spoc,373844472,00275.01,PC,81.516837,-67.233034,10.975,0.019,1326.061419,0.000213,0.919476,4e-06,1.463932,0.021281,10356.767204,103.05044,3 1,2018-12-04 21:48:48.541907+00:00,2018-12-14 15:52:45.371660+00:00
spoc,350445771,00258.01,PC,85.46744,-56.740516,10.998,0.019,1326.800815,0.001485,3.190394,0.000106,1.806342,0.080928,3437.243608,208.87587,3 2 1,2018-12-04 21:48:44.042490+00:00,2018-12-14 15:52:45.357960+00:00
spoc,300293197,00211.01,PC,110.279641,-68.578384,9.448,0.019,1329.255719,0.001078,6.563939,0.000169,1.679329,0.08334,2055.220997,84.44678,3 2 1,2018-12-04 21:48:36.195888+00:00,2018-12-14 15:52:45.325526+00:00
spoc,262530407,00177.01,PC,20.4391,-46.7144,9.438,0.016,1356.153,0.000649,2.853133,6.6e-05,1.264674,0.13067,1589.963199,58.600864,3 2,2018-12-04 21:48:23.461539+00:00,2018-12-14 15:52:45.251671+00:00
spoc,237924601,00252.01,PC,57.553578,-63.053777,11.624,0.019,1354.720066,0.000731,1.002192,2.8e-05,0.633253,0.247183,1892.113763,148.03098,3 2,2018-12-04 21:48:18.374015+00:00,2018-12-14 15:52:45.233253+00:00
spoc,220459976,00285.01,PC,74.697149,-56.394049,12.113,0.018,1361.663925,0.004797,32.332528,0.006676,3.459632,0.786024,2425.505189,288.4887,3 2,2018-12-04 21:48:12.231084+00:00,2018-12-14 15:52:45.210241+00:00
spoc,207141131,00179.01,PC,44.262259,-56.192071,8.141,0.017,1354.588395,0.000649,4.137394,9.6e-05,1.829919,0.136448,1134.536706,42.86272,3 2,2018-12-04 21:48:08.212531+00:00,2018-12-14 15:52:45.205640+00:00
spoc,201793781,00248.01,PC,34.683547,-54.859771,8.445,0.02,1354.835774,0.001932,5.991198,0.000404,3.462171,0.240267,498.280389,33.505875,3 2,2018-12-04 21:48:06.654715+00:00,2018-12-14 15:52:45.191844+00:00
spoc,158623531,00246.01,PC,24.168162,-50.659178,11.192,0.018,1355.732521,0.000422,7.872846,0.000122,3.734301,0.037184,14870.542999,109.76864,3 2,2018-12-04 21:47:56.787026+00:00,2018-12-14 15:52:45.159535+00:00
spoc,166739520,00190.01,PC,36.775436,-50.284518,9.632,0.018,1357.571578,0.000478,10.020817,0.000175,5.79945,0.035616,8256.898746,52.415806,3 2,2018-12-04 21:47:56.956129+00:00,2018-12-14 15:52:45.154925+00:00
spoc,100100827,00185.01,PC,24.354314,-45.677896,8.833,0.017,1354.458014,4.4e-05,0.941449,2e-06,2.15304,0.004752,10692.963693,23.348818,3 2,2018-12-04 21:47:45.584331+00:00,2018-12-14 15:52:45.122400+00:00
spoc,244161191,00278.01,O,4.8831,-5.9113,13.099,0.059,1386.106592,0.000835,0.298746,2.3e-05,1.046606,0.071629,12047.111814,716.01935,3,2018-11-30 23:29:50.721617+00:00,2018-12-05 19:41:49.688983+00:00
spoc,42054565,00280.01,PC,24.16871,-36.41367,9.957,0.018,1393.67584,0.003073,10.175948,0.004156,1.804196,0.939437,958.058218,168.9886,3,2018-11-30 23:29:39.606467+00:00,2018-12-05 19:41:49.592591+00:00
spoc,38696105,00281.01,PC,66.1363,-60.129968,10.482,0.018,1387.482051,0.004646,5.566734,0.00248,2.473858,0.759529,642.92426,87.79987,3,2018-11-30 23:29:38.930876+00:00,2018-12-05 19:41:49.583511+00:00
spoc,92226327,00256.01,PC,11.247108,-15.271294,11.238,0.07,1389.285282,0.002133,24.73712,0.00025,1.958295,0.190383,4088.825398,360.44772,3,2018-11-30 22:06:23.828173+00:00,2018-12-03 21:15:35.753354+00:00
spoc,12862099,00259.01,PC,3.903156,-11.938108,12.333,0.018,1386.578118,0.000681,2.423823,0.000137,2.248401,0.054273,16167.17837,301.42267,3,2018-11-30 22:06:23.298683+00:00,2018-12-03 20:44:40.363336+00:00
spoc,37749396,00260.01,PC,4.773193,-9.964846,8.42928,0.017033,1392.294408,0.00257,13.470018,0.003236,1.998396,0.343922,686.53595,64.596115,3,2018-11-30 22:06:23.507654+00:00,2018-12-03 20:44:40.340329+00:00
spoc,63898957,00261.01,PC,15.217632,-24.423907,9.02,0.02,1387.285571,0.002961,3.361391,0.000985,3.154215,0.649077,422.240474,41.641174,3,2018-11-30 22:06:23.644333+00:00,2018-12-03 20:44:40.326605+00:00
spoc,63898957,00261.02,PC,15.217632,-24.423907,9.02,0.02,1389.727185,0.003037,13.039359,0.004316,4.921832,0.531445,625.599569,58.03166,3,2018-11-30 22:06:23.659559+00:00,2018-12-03 20:44:40.321998+00:00
spoc,70513361,00262.01,PC,32.533514,-31.06986,8.083,0.018,1389.839926,0.001816,11.146909,0.002487,1.357828,0.278714,647.37743,62.20103,3,2018-11-30 22:06:23.773359+00:00,2018-12-03 20:44:40.308282+00:00
spoc,92226327,00256.02,PC,11.247108,-15.271294,11.238,0.07,1389.293276,0.002136,3.778378,0.000784,1.028338,0.2879,3334.77603,300.73108,3,2018-11-30 22:06:23.843365+00:00,2018-12-03 20:44:40.299023+00:00
spoc,120916706,00263.01,PC,37.1081,-25.0974,15.851,0.062,1386.172349,0.00147,0.556737,7.3e-05,0.852671,0.16541,63679.095551,5715.9956,3,2018-11-30 22:06:24.020791+00:00,2018-12-03 20:44:40.276149+00:00
spoc,164767175,00266.01,PC,26.209635,-18.400947,9.433,0.019,1393.078739,0.003507,10.767807,0.004925,3.397389,0.758994,650.610352,76.32915,3,2018-11-30 22:06:24.511075+00:00,2018-12-03 20:44:40.225781+00:00
spoc,164767175,00266.02,PC,26.209635,-18.400947,9.433,0.019,1392.104974,0.004409,6.19132,0.003482,3.4164,1.161866,345.240264,62.78886,3,2018-11-30 22:06:24.526135+00:00,2018-12-03 20:44:40.221146+00:00
spoc,166836920,00267.01,PC,39.897688,-50.008005,8.923,0.018,1387.960271,0.00042,5.75244,0.000221,5.385902,0.035574,5386.655432,40.782204,3,2018-11-30 22:06:24.608189+00:00,2018-12-03 20:44:40.212053+00:00
spoc,268766053,00272.01,PC,31.909198,-20.661837,11.692,0.019,1386.231709,0.00046,3.30968,0.000124,2.283755,0.035981,19306.428951,247.67601,3,2018-11-30 22:06:25.285877+00:00,2018-12-03 20:44:40.134218+00:00
